,City,Country,Latitude,Longitude,Cloudiness,Humidity,Temperature,Wind Speed
104,Paita,PE,-5.0892,-81.1144,20,78,72.16,19.04
105,Vaini,TO,-21.2,-175.2,40,88,77.16,8.05
106,Carnarvon,AU,-24.8667,113.6333,0,81,50.07,8.05
107,Touros,BR,-5.1989,-35.4608,3,80,79.7,15.1
108,Castro,BR,-24.7911,-50.0119,84,42,72.99,3.85
109,Saldanha,ZA,-33.0117,17.9442,0,75,55.53,17.56
110,Arman,RU,59.7,150.1667,0,49,50.5,3.24
111,Cockburn Town,TC,21.4612,-71.1419,75,78,76.96,10.36
112,Brae,GB,60.3964,-1.353,96,82,53.51,10.18
113,Nikolskoye,RU,59.7035,30.7861,6,62,48.09,10.36
114,Sabang,ID,5.8933,95.3214,100,74,81.88,15.43
115,Srandakan,ID,-7.9386,110.2506,100,94,75.36,4.41
116,La Ronge,CA,55.1001,-105.2842,75,51,62.85,9.22
117,Alyangula,AU,-13.8483,136.4192,90,94,73.27,0.0
118,Kodinsk,RU,58.6881,99.1844,100,81,39.06,4.07
119,Richards Bay,ZA,-28.783,32.0377,3,92,64.35,3.69
120,Codrington,AU,-38.2667,141.9667,100,70,49.3,6.51
121,Zyryanka,RU,65.75,150.85,84,52,50.16,6.26
122,Prince George,CA,53.9166,-122.753,75,45,63.21,1.99
123,Atbasar,KZ,51.8,68.3333,37,49,49.08,9.8
124,Mataura,NZ,-46.1927,168.8643,85,92,41.49,1.61
125,Cidreira,BR,-30.1811,-50.2056,100,97,66.43,13.53
126,Alyth,GB,56.6221,-3.2301,92,93,54.64,1.01
127,Saint-Pierre,RE,-21.3393,55.4781,0,78,67.5,4.61
128,Sao Joao Da Barra,BR,-21.6403,-41.0511,0,85,77.09,20.47
129,Jinchang,CN,38.4953,102.1739,100,75,61.03,8.61
130,Atar,MR,20.5169,-13.0499,16,25,97.52,12.08
131,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,75,100,46.99,2.24
132,Kassala,SD,15.451,36.4,98,76,78.8,9.82
133,Nabire,ID,-3.3667,135.4833,100,93,75.13,3.42
134,Tyshkivka,UA,48.4967,30.9423,14,63,64.96,7.23
135,Frankfort,ZA,-27.2667,28.4833,0,18,55.89,4.68
136,Johnston,US,35.5335,-78.3997,1,56,87.8,0.0
137,Shihezi,CN,44.3,86.0333,0,35,65.32,6.89
138,Honiara,SB,-9.4333,159.95,34,69,83.82,7.74
139,Masunga,BW,-20.6246,27.4488,36,31,66.33,10.92
140,Caucaia,BR,-3.7361,-38.6531,0,76,80.04,11.5
141,Garowe,SO,8.4054,48.4845,18,57,77.77,23.87
142,Stuttgart,DE,48.7823,9.177,0,90,61.88,1.14
143,Bethel,US,41.3712,-73.414,32,70,77.45,4.74
144,Ardesen,TR,41.1911,40.9875,65,82,66.16,2.73
145,Groningen,NL,53.25,6.75,77,72,52.68,3.44
146,Naze,JP,28.3667,129.4833,100,85,79.72,17.65
147,Kahului,US,20.8947,-156.47,4,67,85.96,9.82
148,Fukue,JP,32.6881,128.8419,100,92,76.3,27.2
149,Rovaniemi,FI,66.5,25.7167,90,75,40.41,9.22
150,Kapuskasing,CA,49.4169,-82.4331,90,67,59.0,3.44
151,Siilinjarvi,FI,63.0833,27.6667,20,65,44.62,20.71
152,Rawson,AR,-43.3002,-65.1023,43,33,52.99,5.91
153,Maneromango,TZ,-7.1988,38.7848,14,92,69.55,2.15
154,Mokrous,RU,51.2333,47.5167,100,46,60.93,8.63
155,Kupang,ID,-10.1667,123.5833,20,73,77.58,5.75
156,Yaan,NG,7.3833,8.5667,94,93,71.64,4.76
157,Najran,SA,17.4924,44.1277,2,22,79.45,2.75
158,Irtyshskiy,RU,58.3333,68.1333,10,82,33.82,5.08
159,Havre-Saint-Pierre,CA,50.2334,-63.5986,40,77,59.36,23.02
160,Dunedin,NZ,-45.8742,170.5036,97,70,43.81,10.0
161,Cavalcante,BR,-13.7975,-47.4583,14,18,80.29,3.62
162,Tarakan,ID,3.3,117.6333,20,94,76.5,4.61
163,Nha Trang,VN,12.25,109.1833,88,90,80.6,5.1
164,Minatitlan,MX,17.9833,-94.5167,83,78,86.23,5.21
165,Ankazobe,MG,-18.3167,47.1167,12,88,54.01,7.18
166,Hobyo,SO,5.3505,48.5268,82,78,77.14,26.42
167,Bam,IR,29.106,58.357,0,13,81.12,8.03
168,Madera,US,37.1666,-119.8343,0,14,95.95,5.7
169,Yelan,RU,50.949,43.7378,97,51,61.63,6.91
170,Huilong,CN,31.8111,121.655,100,93,75.97,33.42
171,Saint George,US,37.1041,-113.5841,0,14,100.27,5.01
172,Kholtoson,RU,50.2981,103.3097,99,95,46.74,1.61
173,Cabo San Lucas,MX,22.8909,-109.9124,5,76,87.15,7.16
174,Belyy Yar,RU,53.6039,91.3903,0,81,39.09,4.47
175,Bengkulu,ID,-3.8004,102.2655,100,85,73.45,6.67
176,Coihaique,CL,-45.5752,-72.0662,75,61,46.35,10.36
177,Tasiilaq,GL,65.6145,-37.6368,94,66,37.45,10.85
178,Chengde,CN,40.9725,117.9361,94,71,60.93,2.77
179,Manzhouli,CN,49.6,117.4333,1,89,45.55,4.25
180,Miri,MY,4.4148,114.0089,40,94,75.34,6.91
181,Victoria,HK,22.2855,114.1577,94,84,85.93,1.01
182,Luang Prabang,LA,19.8856,102.1347,100,99,73.96,0.63
183,Pochutla,MX,15.7432,-96.4661,100,75,82.81,2.86
184,Falmouth,GB,50.1544,-5.0711,90,100,58.08,5.99
185,Severo-Kurilsk,RU,50.6789,156.125,100,89,49.8,40.13
186,Osakarovka,KZ,50.565,72.5692,5,51,46.0,6.96
187,Sar-E Pul,AF,35.8333,66.1667,0,27,53.91,1.32
188,Ugoofaaru,MV,5.6667,73.0,13,78,82.24,13.51
189,Westport,US,41.1415,-73.3579,33,60,79.7,1.99
190,Alvorada,BR,-12.48,-49.1247,47,18,90.55,4.76
191,Pierre,US,44.3683,-100.351,90,88,65.32,3.44
192,Erenhot,CN,43.6475,111.9767,100,59,64.13,13.85
193,Port Hedland,AU,-20.3167,118.5667,5,100,59.05,4.61
194,Mporokoso,ZM,-9.3727,30.125,98,38,73.67,1.34
195,Barcelona,ES,41.3888,2.159,20,83,77.41,3.0
196,Baker City,US,44.7749,-117.8344,38,38,72.84,9.24
197,Naron,ES,43.5167,-8.1528,87,94,66.38,4.25
198,Tautira,PF,-17.7333,-149.15,43,79,82.42,19.04
199,Wanaka,NZ,-44.7,169.15,9,51,41.11,1.99
200,Olga,RU,43.7444,135.2892,89,91,55.09,2.57
201,Pangnirtung,CA,66.1451,-65.7125,20,60,39.2,11.5
202,Dwarka,IN,22.2394,68.9678,100,87,80.82,17.05
203,Klyuchevskiy,RU,53.5317,119.4519,12,98,40.23,1.48
204,Thompson,CA,55.7435,-97.8558,90,100,50.16,3.44
205,Callaway,US,30.153,-85.5699,99,71,84.79,1.01
206,Saint-Benoit,RE,-21.038,55.7194,87,80,69.8,10.42
207,Faanui,PF,-16.4833,-151.75,9,77,77.97,17.58
208,Ahvaz,IR,31.3203,48.6693,0,23,87.75,6.91
209,Kuytun,RU,54.3419,101.5036,100,86,44.22,11.61
210,Bereda,ES,43.2686,-7.5406,100,100,62.62,1.07
211,Vila Franca Do Campo,PT,37.7167,-25.4333,34,82,68.41,7.56
212,Suntar,RU,62.1444,117.6319,83,86,45.99,4.34
213,Fort Nelson,CA,58.8053,-122.7002,40,30,65.79,10.36
214,Imeni Poliny Osipenko,RU,52.4201,136.4853,0,73,43.9,2.66
215,Abeche,TD,13.8292,20.8324,57,78,77.95,3.94
216,Umm Lajj,SA,25.0213,37.2685,0,65,84.24,2.55
217,Laguna,US,38.421,-121.4238,1,23,96.06,1.01
218,Guerrero Negro,MX,27.9769,-114.0611,4,57,82.71,14.36
219,Asau,RO,46.4333,26.4,9,95,55.11,3.76
220,Mamonit,PH,15.5859,120.3972,98,91,75.38,3.2
221,Thayetmyo,MM,19.3167,95.1833,100,99,73.62,3.4
222,Tselinnoye,RU,53.0833,85.6667,82,65,40.89,8.52
223,Filingue,NE,14.3521,3.3168,52,52,87.71,10.42
224,Rodrigues Alves,BR,-7.738,-72.6509,90,57,89.8,3.27
225,Kieta,PG,-6.2167,155.6333,79,78,82.18,7.9
226,Salalah,OM,17.0151,54.0924,94,86,78.42,5.17
227,Chardara,KZ,41.2547,67.9692,0,37,64.47,6.44
228,Karwar,IN,14.8,74.1333,100,90,77.2,10.98
229,Pyaozerskiy,RU,65.8333,31.1667,100,95,45.64,18.7
230,Parana,AR,-31.732,-60.5238,0,69,70.59,10.11
231,Alakurtti,RU,66.9672,30.3491,100,98,37.63,12.71
232,Caravelas,BR,-17.7125,-39.2481,0,82,74.23,8.63
233,Vuktyl,RU,63.8567,57.3094,14,92,32.05,3.6
234,Olinda,BR,-8.0089,-34.8553,75,78,74.93,6.91
235,Mgandu,TZ,-5.95,34.1333,85,51,66.06,9.86
236,Tura,IN,25.5198,90.2201,100,97,73.45,6.11
237,Muros,ES,42.7762,-9.0603,59,89,67.37,3.38
238,Guymon,US,36.6828,-101.4816,0,9,97.74,18.95
239,Puerto Gaitan,CO,4.3133,-72.0816,36,63,86.97,3.27
240,Marawi,PH,7.9986,124.2928,89,93,64.65,1.92
241,Christchurch,NZ,-43.5333,172.6333,75,85,43.95,7.0
242,Tres Arroyos,AR,-38.3739,-60.2798,79,68,49.84,5.57
243,Yar-Sale,RU,66.8333,70.8333,100,98,42.08,13.44
244,Walvis Bay,NA,-22.9575,14.5053,0,87,52.75,4.61
245,Mindelo,CV,16.8901,-24.9804,40,78,81.95,4.61
246,Zhigansk,RU,66.7697,123.3711,100,96,46.35,9.1
247,Kohat,PK,33.582,71.4493,0,58,78.87,2.35
248,Chernelytsya,UA,48.8121,25.4248,97,93,58.3,5.06
249,Tecoanapa,MX,16.5167,-98.75,89,85,81.41,8.32
250,Anloga,GH,5.7947,0.8973,100,86,79.02,7.4
251,Kisangani,CD,0.5167,25.2,85,89,71.31,0.89
252,Isa Khel,AF,36.6702,68.8443,0,20,69.22,2.42
253,Inhambane,MZ,-23.865,35.3833,1,85,69.94,8.16
254,Aba,NG,5.1066,7.3667,100,92,73.92,3.38
255,Puerto Del Rosario,ES,28.5004,-13.8627,20,73,76.75,8.05
256,Los Llanos De Aridane,ES,28.6585,-17.9182,0,92,68.13,9.22
257,Gejiu,CN,23.306,103.1635,98,95,56.89,2.71
258,Maragogi,BR,-9.0122,-35.2225,43,89,75.18,8.99
259,Qaqortoq,GL,60.7167,-46.0333,0,56,42.39,4.74
260,Viransehir,TR,37.2353,39.7631,0,49,74.98,5.06
261,Amahai,ID,-3.3333,128.9167,98,87,76.89,2.89
262,Aswan,EG,24.0934,32.907,59,18,88.88,7.52
263,Bathsheba,BB,13.2167,-59.5167,40,74,84.81,4.61
264,Adrar,MR,20.5022,-10.0711,17,14,97.88,10.4
265,Husavik,IS,66.0449,-17.3389,79,63,48.11,30.58
266,Hargeysa,SO,9.56,44.065,3,49,73.99,24.67
267,Whitehorse,CA,60.7161,-135.0538,90,62,52.57,14.97
268,Taltal,CL,-25.4,-70.4833,77,69,60.82,4.81
269,Queanbeyan,AU,-35.35,149.2333,40,75,42.94,0.0
270,Annau,TM,37.8876,58.516,0,30,69.3,6.91
271,Padang,ID,-0.9492,100.3543,100,77,76.23,0.13
272,Ulaangom,MN,49.9811,92.0667,0,64,46.11,2.17
273,Awjilah,LY,29.1081,21.2869,0,61,77.05,14.5
274,Maningrida,AU,-12.0667,134.2667,25,81,77.18,6.35
275,San Cristobal,VE,7.7669,-72.225,20,58,82.58,5.57
276,Nueva Loja,EC,0.0847,-76.8828,20,51,89.62,3.44
277,Qui Nhon,VN,13.7667,109.2333,97,88,78.82,3.85
278,Pacasmayo,PE,-7.4006,-79.5714,94,79,65.48,16.49
279,Rize,TR,40.9044,40.8949,70,88,49.73,1.48
280,Nelson Bay,AU,-32.7167,152.15,100,90,53.15,1.01
281,Umm Kaddadah,SD,13.6017,26.6876,56,56,83.32,12.24
282,Fairview,US,40.8126,-73.999,30,61,81.41,5.01
283,Ko Samui,TH,9.5357,99.9357,91,79,81.61,19.46
284,Sitka,US,57.0531,-135.33,90,88,55.29,13.8
285,Deputatskiy,RU,69.3,139.9,90,59,43.56,1.68
286,Sambava,MG,-14.2667,50.1667,46,86,69.71,10.85
287,Poum,NC,-20.2333,164.0167,7,81,75.2,15.39
288,Billere,FR,43.3,-0.4,75,78,70.47,6.91
289,Sibolga,ID,1.7427,98.7792,100,77,75.4,2.59
290,Samarai,PG,-10.6167,150.6667,88,84,80.26,10.54
291,Nalut,LY,30.3333,10.85,0,40,79.29,14.41
292,Beringovskiy,RU,63.05,179.3167,94,71,33.91,15.64
293,Isla Vista,US,34.4133,-119.861,1,56,86.65,5.57
294,Cervo,ES,43.6702,-7.4101,100,92,66.96,3.83
295,Matara,LK,5.9485,80.5353,70,90,77.77,9.04
296,Manicore,BR,-5.8092,-61.3003,67,44,86.68,2.64
297,Ouallam,NE,14.3188,2.0866,54,46,86.07,11.54
298,Valparaiso,CL,-33.0393,-71.6273,2,66,54.81,17.09
299,Russell,US,32.3502,-85.1999,100,75,84.25,1.97
300,Jutai,BR,-5.1833,-68.9,62,67,82.83,2.33
301,Vista Hermosa,MX,19.5167,-99.2167,63,53,64.31,9.46
302,Doka,SD,13.5167,35.7667,98,88,71.51,1.63
303,Vila,PT,42.0304,-8.1588,86,93,55.33,3.85
304,Farah,AF,32.5,62.5,0,11,70.38,3.24
305,Maniitsoq,GL,65.4167,-52.9,0,61,35.74,6.55
306,Isangel,VU,-19.55,169.2667,29,67,76.75,8.79
307,Karatuzskoye,RU,53.6072,92.8667,92,82,42.84,4.29
308,Sao Felix Do Xingu,BR,-6.6447,-51.995,78,49,82.44,1.57
309,Gallikos,GR,40.8592,22.8756,24,53,71.33,3.89
310,Presque Isle,US,46.6811,-68.0159,97,62,62.71,1.01
311,Gangtok,IN,27.3333,88.6167,96,88,62.46,3.62
312,Nhulunbuy,AU,-12.2333,136.7667,92,88,75.81,0.0
313,Chirongui,YT,-12.9319,45.1483,13,70,75.13,6.93
314,Preeceville,CA,51.95,-102.6677,4,30,68.45,15.66
315,Nanortalik,GL,60.1432,-45.2371,5,80,37.99,19.01
316,Colares,PT,38.7992,-9.4469,18,81,71.13,8.05
317,Grand Gaube,MU,-20.0064,57.6608,90,78,68.38,5.01
318,Tashtyp,RU,52.7939,89.8983,27,95,35.82,4.0
319,Cairo,EG,30.0626,31.2497,0,69,83.16,5.75
320,Sri Aman,MY,1.2376,111.4621,100,99,70.95,0.65
321,Vanimo,PG,-2.6741,141.3028,100,88,77.9,4.45
322,Faya,SA,18.3851,42.4509,9,32,69.82,2.3
323,Salinas,US,36.6777,-121.6555,1,67,69.75,12.66
324,Mitchell,US,43.7094,-98.0298,100,95,65.1,1.99
325,Lasa,IT,46.6166,10.7002,100,88,58.89,2.17
326,Bintulu,MY,3.1667,113.0333,100,97,74.3,3.74
327,Dalbandin,PK,28.8947,64.4101,0,12,79.05,7.14
328,Karasburg,NA,-28.0167,18.75,44,49,54.86,10.98
329,Buchanan,LR,5.8808,-10.0467,98,86,78.24,6.62
330,Horki,BY,54.2861,30.9842,73,96,54.48,10.63
331,Port Hardy,CA,50.6996,-127.4199,90,82,55.58,3.44
332,Pokrovsk,UA,48.282,37.1758,24,58,63.5,4.61
333,Bilibino,RU,68.0546,166.4372,98,99,34.3,2.21
334,Comodoro Rivadavia,AR,-45.8667,-67.5,0,41,53.49,9.33
335,Ahipara,NZ,-35.1667,173.1667,100,80,62.44,11.56
336,Bichena,ET,10.45,38.2,83,92,52.84,5.97
337,Yichun,CN,47.7,128.9,100,97,48.99,2.15
338,Hovd,MN,48.0056,91.6419,0,44,52.61,8.68
339,Manono,CD,-7.3,27.4167,12,42,78.78,1.99
340,Pyapon,MM,16.2833,95.6833,100,95,75.69,4.5
341,Ambilobe,MG,-13.2,49.05,24,69,69.22,4.61
342,Katsuura,JP,35.1333,140.3,100,69,73.51,9.42
343,Morrope,PE,-6.5417,-80.0111,66,71,67.98,17.85
344,Lambari,BR,-21.9756,-45.3503,48,29,76.19,2.59
345,San Quintin,MX,30.4833,-115.95,0,66,77.02,13.82
346,Minab,IR,27.1467,57.0801,3,47,83.7,2.13
347,Skelleftea,SE,64.7507,20.9528,3,55,43.0,1.99
348,Klaksvik,FO,62.2266,-6.589,100,91,52.72,18.19
349,College,US,64.8569,-147.8028,100,56,59.04,2.3
350,Surskoye,RU,54.4821,46.7214,60,63,63.73,12.57
351,Isla Mujeres,MX,21.2311,-86.731,79,74,83.68,9.69
352,Auki,SB,-8.7676,160.7034,46,72,82.76,5.12
353,Launceston,AU,-41.45,147.1667,75,92,38.79,1.99
354,Beaufort,MY,5.3473,115.7455,96,92,74.59,2.68
355,Buncrana,IE,55.1333,-7.45,72,96,56.68,6.26
356,Torbay,CA,47.6666,-52.7314,100,73,61.61,5.99
357,Sofia,BG,42.6975,23.3242,0,64,59.22,3.44
358,Galbshtadt,RU,53.2264,78.9845,55,69,43.52,10.94
359,Chapais,CA,49.7834,-74.8492,100,75,44.94,7.83
360,Tual,ID,-5.6667,132.75,63,82,80.71,11.86
361,Surovikino,RU,48.6078,42.8486,65,56,67.01,2.71
362,Arandis,NA,-22.4167,14.9667,0,68,47.46,3.0
363,Voyvozh,RU,62.892,54.9635,99,86,37.76,6.17
364,Valleyview,CA,55.0667,-117.2859,5,35,64.22,13.87
365,Kensington,AU,-33.9167,151.2167,20,90,52.21,4.0
366,Jiwani,PK,25.05,61.7417,97,84,80.17,2.73
367,Matelandia,BR,-25.2408,-53.9964,79,24,91.87,10.11
368,Kozhevnikovo,RU,56.2589,83.9714,96,82,41.25,9.8
369,Iralaya,HN,15.0,-83.2333,65,75,82.4,7.45
370,Hambantota,LK,6.1241,81.1185,20,100,79.14,8.05
371,Labuhan,ID,-6.8844,112.2051,96,85,78.49,6.71
372,Puro,PH,12.4841,123.3827,100,84,79.84,5.14
373,Saint-Georges,GD,12.0564,-61.7485,93,75,82.4,7.2
374,New Norfolk,AU,-42.7826,147.0587,15,78,38.71,2.3
375,Wenatchee,US,47.4235,-120.3103,0,31,77.7,3.0
376,Kununurra,AU,-15.7667,128.7333,73,83,67.98,1.14
377,Zaysan,KZ,47.4667,84.8667,22,37,47.34,4.47
378,Buala,SB,-8.145,159.5921,69,74,82.96,10.29
379,Catuday,PH,16.2923,119.8062,100,81,79.12,5.91
380,Sao Filipe,CV,14.8961,-24.4956,84,81,80.1,1.19
381,Pitimbu,BR,-7.4706,-34.8086,40,82,77.07,11.72
382,Mar Del Plata,AR,-38.0023,-57.5575,2,74,51.28,13.87
383,Moron,AR,-34.6534,-58.6198,20,76,62.55,8.01
384,Taikang,CN,46.8333,124.4167,4,93,51.35,7.92
385,Lavrentiya,RU,65.5833,-171.0,100,84,44.67,14.07
386,Axel,NL,51.2667,3.9083,88,77,60.3,3.0
387,Khuzhir,RU,53.1939,107.3397,99,81,52.97,1.97
388,Maindargi,IN,17.4667,76.3,100,89,74.16,15.82
389,Darnah,LY,32.767,22.6367,4,70,75.67,15.88
390,Aksu,CN,41.1231,80.2644,8,45,66.67,1.95
391,Buenos Aires,AR,-34.6132,-58.3772,6,83,62.19,1.99
392,Arroyo,ES,41.6096,-4.7969,0,79,62.91,11.5
393,Ucluelet,CA,48.9329,-125.5528,91,72,72.05,7.25
394,Sakakah,SA,29.9697,40.2064,0,20,78.37,8.9
395,Bom Jesus,BR,-9.0744,-44.3586,17,23,86.54,7.02
396,Robertsport,LR,6.7533,-11.3686,100,80,80.02,7.56
397,Quelimane,MZ,-17.8786,36.8883,0,80,73.36,7.09
398,Guanica,PR,17.9716,-66.908,94,76,83.91,5.01
399,Rio Gallegos,AR,-51.6226,-69.2181,63,62,46.45,31.03
400,Haicheng,CN,40.8516,122.7475,30,95,57.2,6.69
401,Leshukonskoye,RU,64.8989,45.7622,100,78,39.58,10.67
402,Heihe,CN,50.2441,127.4902,100,97,52.38,3.62
403,Forquilhinha,BR,-28.7475,-49.4722,100,97,71.64,3.83
404,Kitwe,ZM,-12.7961,28.2477,46,40,70.9,5.57
405,Kendari,ID,-3.945,122.4989,99,95,73.76,2.46
406,Kutum,SD,14.2,24.6667,67,54,77.77,4.74
407,Tabou,CI,4.423,-7.3528,95,91,76.86,5.14
408,Aksay,RU,47.26,39.87,87,50,61.02,3.98
409,Owasso,US,36.2695,-95.8547,0,46,91.67,10.0
410,Bokovskaya,RU,49.229,41.8306,90,64,65.08,4.23
411,Tuatapere,NZ,-46.1333,167.6833,97,81,41.83,1.79
412,Hirara,JP,24.8,125.2833,75,89,82.67,16.11
